the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000003227AD67997B52C0A49D49B1C1584440,1203,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,1195,488,679.00837795
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1204,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1197,517,3806.13638615
0101000020E61000006DB5A479E37852C07229A0AA71604440,1205,2687,172,JH-023,Installed,Type B,78 Street,34 Avenue,Northern Boulevard,W,1198,677,610.80568185
0101000020E61000007E683879F47C52C09A26758155534440,1206,162,355.5,B44-014,Installed,Type D,Rogers Avenue,Church Avenue,Martense Street,E,1199,93,21.79279256
0101000020E610000042C3DA83897D52C0606B5534A3504440,1207,560,81.68,NR-119,Installed,Type A,Avenue H,E 15 Street,E 16 Street,S,1200,198,1138.11899173
0101000020E6100000451BBAC4517C52C0E14F72AE87604440,1208,73,35,LI-036,Installed,Type B,21 Street,41 Avenue,40 Avenue,W,1201,43,406.22987166
0101000020E6100000488888805A7D52C0A66F653E46534440,1209,523,168.62,NR-082,Installed,Type B,Flatbush Avenue,Church Avenue,Martense Street,E,1202,189,313.61396156
0101000020E61000008EF8938EC08052C05F01E005635B4440,1210,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,1203,352,59.31603955
0101000020E610000016503F73C57A52C0F8F069C195554440,1211,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1204,449,945.47772886
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1212,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1205,763,1280.05221016
0101000020E61000005281AF8A5E8052C0E1733098645A4440,1213,236,47.49,LM-010,Installed,Type B,Water Street,Maiden Lane,Fletcher Street,E,1206,128,64.24846438
0101000020E61000004902A0E73C7E52C01BBF85EC544D4440,1214,3080,97.5,B82-006,Installed,Type D,Kings Highway,McDonald Avenue,Dahill Road,S,1207,764,642.96750599
0101000020E61000001F19530D2C7F52C0F8FFF8789C584440,1215,3230,92,DB-076,Installed,Type B,Willoughby Street,Jay Street,Lawrence Street,N,1208,828,346.3254912
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,1216,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,1209,519,720.47517543
0101000020E6100000F5D37231397452C03BBDA8A6F2614440,1217,3441,93.882,FG-061,Pending Blades,Fingerpost,Northern Boulevard,149 Place,150 Street,S,1210,846,2612.4375602
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1218,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1211,265,538.3475973
0101000020E61000005B844A39657B52C098C5877F23504440,1219,3103,229.65,B82-031,Pending Sign,Type D,Flatlands Avenue,Utica Avenue,E 49 Street,N,1212,781,22.34122509
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1220,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1213,89,16.92299939
0101000020E61000009E0D8978107C52C07A835F8EE9654440,1221,727,209,M15-022,Installed,Type D,2 Avenue,E 115 Street,E 114 Street,W,1214,224,283.45455919
0101000020E610000080C0AF18738752C0452C69C982504440,1222,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,1215,678,887.01526494
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1223,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1216,175,230.7787481
0101000020E61000003227AD67997B52C0A49D49B1C1584440,1224,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,1217,488,909.36601982
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,1225,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,1218,720,56.95217105
0101000020E610000095CF83A6897B52C0AC51A4EAE6684440,1226,1058,166.24,SX-042,Installed,Type B,Exterior Street,E 149 Street,E 150 Street,E,1219,339,69.92867215
0101000020E6100000410BB470587B52C0D9310C2CC36E4440,1227,1193,154,UM-011,Installed,Type B,Dyckman Street,Broadway,Vermilyea Avenue,S,1220,407,191.83188938
0101000020E6100000149A374AC17752C0063FA9D8F45D4440,1228,2904,291.1,QWH-052,Installed,Type D,Queens Boulevard,59 Avenue,90 Street,N,1221,706,581.06298834
0101000020E6100000AFDA0EC7C97552C075728DF2C4544440,1229,2933,349.78,QWH-043,Installed,Type D,Cross Bay Boulevard,157 Avenue,158 Avenue,E,1222,726,657.27262002
0101000020E610000024AE29694A7C52C0505167BDE04C4440,1230,170,171.75,B44-021,Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W,1223,100,544.49827038
0101000020E610000038611B22C07A52C0AA589C436B684440,1231,787,52,X41-001,Sign Held,Type D,3 Avenue,E 149 Street,Willis Avenue,E,1224,244,446.73320904
0101000020E61000007A40967E947F52C0FED519B8235F4440,1232,1845,299,M23-011,Installed,Type D,W 23 Street,6 Avenue,7 Avenue,N,1225,595,349.56207298
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1315,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1309,517,1516.42760834
0101000020E610000098E61C46647F52C0AE54266419594440,1233,1652,92.78,DB-043,Installed,Type B,Tillary Street,Cadman Plaza East,Cadman Plaza West,S,1226,554,244.49391913
0101000020E6100000E409972A797E52C0151FE411EE634440,1234,3227,118.73,UW-069,Installed,Type B,W 77 Street,Columbus Avenue,Central Park West,N,1227,826,301.40284786
0101000020E6100000A9BE03F5527B52C0B87630BDB8694440,1235,1062,23.72,SX-046,Installed,Type A,River Avenue,E 157 Street,E 158 Street,E,1228,340,15.70219762
0101000020E61000009CD099748B7D52C03F6DBC08D9534440,1236,1359,63,HB-055,Installed,Type B,Parkside Avenue,Ocean Avenue,Parkside Court,N,1229,465,55.36455925
0101000020E6100000D5339BE2EA7B52C03301BD33FD684440,1237,1254,29,UM-071,Installed,Type B,Lenox Avenue,W 145 Street,W 143 Street,E,1230,437,126.04277214
0101000020E6100000FF12B25A687F52C0C6966D3C725D4440,1238,874,29,GV-006,Installed,Type B,4 Avenue,E 8 Street,E 9 Street,N,1231,276,135.42551314
0101000020E610000010F1B757607652C05B76C455D15E4440,1239,2587,112.31,CO-016,Installed,Type B,Corona Avenue,111 Street,Horace Harding Expressway,N,1232,648,1005.56557296
0101000020E61000005A47CE34307752C0449B2139F95F4440,1240,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,1233,301,36.07779377
0101000020E6100000DE23F15FF07C52C057F37C7FCE664440,1241,1248,119,UM-066,Installed,Type B,W 116 Street,"Adam Clayton Powell, Jr Boulevard",Lenox Avenue,N,1234,435,148.00261026
0101000020E61000002BF11FDCD07C52C0AA25384A25694440,1242,3746,29,UM-161,Pending Sign,Type B,Amsterdam Avenue,W 139 Street,W 138 Street,E,1235,856,212.33148836
0101000020E610000042C3DA83897D52C0606B5534A3504440,1243,560,81.68,NR-119,Installed,Type A,Avenue H,E 15 Street,E 16 Street,S,1236,198,611.56407074
0101000020E61000005B971F3DAE7C52C09864B03497684440,1244,1255,19.46,UM-073,Installed,Type B,St. Nicholas Avenue,W 135 Street,W 134 Street,W,1237,438,344.77058594
0101000020E610000034DB3C578A7B52C0C57195A079534440,1245,1437,176.5,B46-018,Pending Sign,Type D,Utica Avenue,Church Avenue,Linden Boulevard,E,1238,498,815.75434542
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,1246,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,1239,22,479.25027486
0101000020E610000024AE29694A7C52C0505167BDE04C4440,1247,170,171.75,B44-021,Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W,1240,100,202.90741399
0101000020E61000004DC41035DE8052C07E10A63324574440,1248,2950,44.83,SB-068,Installed,Custom,Red Hook Ferry Terminal,Clinton Wharf,,S,1241,731,1088.15917965
0101000020E610000080C0AF18738752C0452C69C982504440,1249,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,1242,678,6564.37095383
0101000020E6100000296E7E8E207C52C081627B9A816C4440,1250,1204,16.95,UM-023,Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E,1243,416,180.78060174
0101000020E6100000DFDB8FA51F7952C0E98D4950D95F4440,1251,3131,81.95,JH-043,Installed,Type B,37 Avenue,73 Street,74 Street,S,1244,797,168.87995999
0101000020E6100000A9E4B1D2C57A52C0473E1BEDF0504440,1252,3101,229.65,B82-030,Pending Sign,Type D,Flatlands Avenue,Ralph Avenue,E 78 Street,N,1245,779,356.56887634
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,1253,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,1246,519,1392.31504718
0101000020E610000029B11205857952C0411A89DDFD6C4440,1254,1349,206.21,X41-026,Sign Held,Type D,Webster Avenue,E 180 Street,E 178 Street,W,1247,461,607.88247059
0101000020E61000003D4BE45DE97C52C0B5D2E7A670584440,1255,161,171.39,B44-030,Installed,Type D,Nostrand Avenue,DeKalb Avenue,Kosciuszko Street,W,1248,92,376.79907915
0101000020E610000099FEABC97C7B52C0F5FE93D73A524440,1256,1439,175.33,B46-009,Pending Sign,Type D,Utica Avenue,Avenue D,Clarendon Road,W,1249,500,873.82379786
0101000020E610000016503F73C57A52C0F8F069C195554440,1257,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1250,449,368.84896021
0101000020E61000001C7709B3EE7F52C05E50ED09565B4440,1258,2881,122.05,LM-225,Installed,Type A,Worth Street,Park Row,Centre Street,S,1251,692,22.52309413
0101000020E610000098BC0FC0158552C034A62158F74F4440,1259,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,1252,573,4773.88549009
0101000020E610000050AADC8D8A7B52C01911A2EA26584440,1260,1427,171.4,B46-002,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,W,1253,489,235.89395451
0101000020E6100000DC6F0D85197F52C025E35AAEB45E4440,1261,1839,119,M23-027,Installed,Type D,E 23 Street,Park Avenue South,Lexington Avenue,S,1254,592,22.06298556
0101000020E610000016A60089407952C0254D442A5A6E4440,1262,954,98.97,FR-005,Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N,1255,299,184.17788588
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1263,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1256,518,1231.01635062
0101000020E6100000E892BA3A347052C068DD2A39364D4440,1264,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,1257,300,24.46291825
0101000020E610000060A1436A117652C04DBA00F917574440,1265,2928,173.62,QWH-013,Installed,Type D,Cross Bay Boulevard,Liberty Avenue,Rockaway Boulevard,W,1258,722,216.6737771
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1266,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1259,518,1336.83542977
0101000020E61000002A2AC04E6F8052C065AAF930D55F4440,1267,1854,119,M23-020,Removed Sign/Footing (Temporary),Type D,W 23 Street,11 Avenue,10 Avenue,S,1260,601,305.22239985
0101000020E610000080C0AF18738752C0452C69C982504440,1268,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,1261,678,1632.96674302
0101000020E6100000ACED14CBD97752C04FB86CF4AE6B4440,1269,3128,26.5,EX-002,Installed,Type B,Morris Park Avenue,E 180 Street,Adams Street,W,1262,795,675.83584937
0101000020E61000001C2CD252E77852C04C492092CD684440,1270,2168,332.4,X6-042,Installed,Type D,Hunts Point Avenue,Seneca Avenue,Garrison Avenue,E,1264,629,93.32260575
0101000020E61000005732921D0B7652C0D53FBB330F574440,1271,2929,344.83,QWH-045,Installed,Type D,Cross Bay Boulevard,Liberty Avenue,108 Avenue,E,1265,723,518.39051315
0101000020E6100000D82C40C4A87C52C0977BCE603D644440,1272,1669,29,UE-024,Installed,Type B,2 Avenue,E 94 Street,E 95 Street,E,1266,562,254.77657687
0101000020E61000004577828FFA7D52C06398438F43664440,1273,3063,28.15,UW-053,Installed,Type B,Broadway,W 103 Street,W 102 Street,E,1267,758,555.86219288
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1274,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1268,175,246.37943922
0101000020E6100000CAE6B12B247D52C0844264E9F6624440,1275,731,209,M15-026,Installed,Type D,2 Avenue,E 79 Street,E 78 Street,W,1269,227,263.67408057
0101000020E61000005CFFE6ACA77D52C082ACE718ED5A4440,1276,463,114.35,NR-022,Installed,Type B,Broadway,Bedford Avenue,Driggs Avenue,N,1270,167,202.64292848
0101000020E6100000036502019D7B52C0C50520B1F6544440,1277,1433,4,B46-020,Installed,Type D,Utica Avenue,Empire Boulevard,Montgomery Street,E,1271,495,446.83157479
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1278,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1272,721,1773.48228664
0101000020E61000008EF8938EC08052C05F01E005635B4440,1279,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,1273,352,93.02849908
0101000020E61000008461741AB57A52C035F354B7D36A4440,1280,945,36.31,SX-002,Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E,1274,292,244.71774877
0101000020E610000078185AC73A7D52C0CE62A37C55554440,1281,511,105.38,NR-070,Installed,Type B,Crown Street,Bedford Avenue,Franklin Avenue,N,1275,182,76.59929233
0101000020E610000062F391D9D67C52C046A0BF3B505A4440,1282,470,126.96,NR-029,Installed,Type B,Broadway,Johnson Avenue,Heyward Street,S,1276,169,593.26076819
0101000020E610000016503F73C57A52C0F8F069C195554440,1283,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1277,449,1405.66495082
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,1284,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,1278,519,2809.56992143
0101000020E6100000A3116280F57C52C09B19E12233664440,1285,1244,29,UM-062,Installed,Type B,Lenox Avenue,Central Park North,W 111 Street,W,1279,431,338.52041233
0101000020E610000016503F73C57A52C0F8F069C195554440,1286,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1280,449,58.26075822
0101000020E610000076618CAD867852C0DB24A51549554440,1287,1018,79.44,EB-001,Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S,1281,315,1152.81463025
0101000020E6100000716D58D5C27852C0DF02ED67515F4440,1288,2897,119,QWH-003,Installed,Type D,Broadway,78 Street,79 Street,S,1282,700,309.93050776
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1289,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1283,517,2690.17438844
0101000020E61000004A9EE0DC407F52C0A588493D7E594440,1290,3214,3,DB-075,Pending Sign,Type A,Adams Street,Sands Street,Tillary Street,E,1284,814,162.24022748
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1291,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1285,265,796.79570052
0101000020E6100000345624EAC37C52C003074BC545534440,1292,3252,355.11,NR-159,Installed,Type B,Nostrand Avenue,Church Avenue,Snyder Avenue,E,1286,831,747.79942179
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1293,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1287,517,766.23604513
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1294,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1288,518,310.62427025
0101000020E6100000C0F8BE42217A52C06CF512DF74684440,1295,2857,75.43,SX-088,Installed,Type B,Westchester Avenue,Jackson Avenue,Trinity Avenue,N,1289,683,335.71034713
0101000020E6100000CAA3803B787B52C00D57BAFFE9564440,1296,1430,38.17,B46-022,Installed,Type D,Utica Avenue,Fulton Street,Herkimer Street,E,1290,492,498.82659291
0101000020E61000002B9C529B5A8252C099A27E96CC514440,1297,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,1291,730,1308.59490592
0101000020E610000060F642184B7D52C065A4A3EDDB554440,1298,9,105,BCM-055,Installed,Type B,Eastern Parkway North Mall,Franklin Avenue,Bedford Avenue,C,1292,8,163.99703906
0101000020E6100000EE6802FF728052C0F4CEE17B475A4440,1299,738,47.49,M15-002,Installed,Type D,Water Street,Wall Street,Pine Street,S,1293,232,57.46197918
0101000020E6100000E892BA3A347052C068DD2A39364D4440,1300,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,1294,300,24.46291825
0101000020E6100000D4D5A261A07E52C0F24F2C3B86574440,1301,1002,27,DB-013,Installed,Type B,4 Avenue,Pacific Street,Atlantic Avenue,E,1295,311,407.5707454
0101000020E61000006A2E5550BB7F52C07B2689CCC35B4440,1302,100,26,CH-042,Installed,Type B,Bowery,Canal Street,Hester Street,W,1296,63,43.31539426
0101000020E610000024AE29694A7C52C0505167BDE04C4440,1303,170,171.75,B44-021,Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W,1297,100,761.41574639
0101000020E61000005DE23EE0487952C02B335357DE524440,1304,3093,229.5,B82-026,Sign Held,Type D,Flatlands Avenue,E 105 Street,E 103 Street,N,1298,772,56.67267647
0101000020E61000005BE079ED547B52C06089BC1FF9694440,1305,1036,129.89,SX-023,Installed,Type B,E 161 Street,River Avenue,Macombs Dam Bridge,S,1299,325,173.74538868
0101000020E6100000AF323421877852C0BF16291E066F4440,1306,793,51,X41-009,Sign Held,Type D,Webster Avenue,Bedford Park Boulevard,Botanical Square South,E,1300,248,750.37461644
0101000020E6100000BEF8FA6DE17A52C029D644321F6F4440,1307,1190,69.42,UM-008,Installed,Type B,Broadway,Isham Street,W 207 Street,W,1301,404,50.83582065
0101000020E6100000296E7E8E207C52C081627B9A816C4440,1308,1204,16.95,UM-023,Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E,1302,416,180.78060174
0101000020E6100000CAA3803B787B52C00D57BAFFE9564440,1309,1430,38.17,B46-022,Installed,Type D,Utica Avenue,Fulton Street,Herkimer Street,E,1303,492,274.06535053
0101000020E6100000149B829EF27A52C02B563D92FA4D4440,1310,1447,319.6,B46-013,Sign Held,Type D,Flatbush Avenue,Avenue U,Avenue V,E,1304,508,336.80325905
0101000020E6100000F6881A4A3E7452C056E49A23C3594440,1311,2378,156.36,JM-033,Installed,Type B,Van Wyck Expressway,89 Avenue,91 Avenue,W,1305,638,237.58869477
0101000020E610000013ADD1417A7E52C0BFEC4CBFF2574440,1312,1003,117.71,DB-014,Installed,Type B,Fulton Street,Lafayette Avenue,Fort Greene Place,N,1306,312,53.01291736
0101000020E610000042C3DA83897D52C0606B5534A3504440,1313,560,81.68,NR-119,Installed,Type A,Avenue H,E 15 Street,E 16 Street,S,1307,198,602.88204192
0101000020E610000022E8E893287C52C012918F5306604440,1314,76,120,LI-021,Installed,Type B,Queens Plaza South,27 Street,Crescent Street,S,1308,45,135.22591663
0101000020E6100000EFDEB9A9C17C52C08848507F14574440,1316,500,94.02,NR-059,Installed,Type B,Fulton Street,Nostrand Avenue,New York Avenue,S,1310,177,190.44250519
0101000020E6100000E892BA3A347052C068DD2A39364D4440,1317,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,1311,300,24.46291825
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,1318,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,1312,519,1153.2174558
0101000020E6100000B596FF32D17752C017FAAD1575564440,1319,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1313,849,855.9307222
0101000020E610000093DAABD54A7D52C0DEAC0E80A85A4440,1320,1045,114.88,NR-144,Installed,Type B,Broadway,Marcy Avenue,Rodney Street,S,1314,331,17.88769732
0101000020E61000003D4BE45DE97C52C0B5D2E7A670584440,1321,161,171.39,B44-030,Installed,Type D,Nostrand Avenue,DeKalb Avenue,Kosciuszko Street,W,1315,92,113.27317661
0101000020E6100000AFDA0EC7C97552C075728DF2C4544440,1322,2933,349.78,QWH-043,Installed,Type D,Cross Bay Boulevard,157 Avenue,158 Avenue,E,1316,726,1871.19383983
0101000020E61000001332A761967F52C0DCEC1603114D4440,1323,3077,38.4,B82-003,Installed,Type D,Bay Parkway,86 Street,85 Street,E,1317,762,1012.16524195
0101000020E6100000BC3997A3B67C52C0F42E9FE6EA504440,1324,1164,41.6,NR-153,Removed Sign Only (Temporary),Type B,Hillel Place,Campus Road,Kenilworth Place,N,1318,385,166.84396059
0101000020E61000008C46A1CA997D52C00BD693A760514440,1325,531,171.6,NR-090,Installed,Type B,E 16 Street,Newkirk Avenue,Foster Avenue,W,1319,193,395.40007596
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1326,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1320,255,316.6641411
0101000020E61000007069B289007D52C0780DE3A857634440,1327,1664,29,UE-019,Installed,Type B,2 Avenue,E 83 Street,E 84 Street,W,1321,557,50.23336459
0101000020E6100000149A374AC17752C0063FA9D8F45D4440,1328,2904,291.1,QWH-052,Installed,Type D,Queens Boulevard,59 Avenue,90 Street,N,1322,706,647.37115186
0101000020E6100000B4E322DD597F52C0EDFF12F76F5B4440,1329,598,111.4,CH-020,Installed,Type B,Canal Street,Essex Street,East Broadway,N,1323,204,132.59429808
0101000020E6100000F2451EC3D47E52C07C13AA71A85F4440,1330,111,299,M34-004,Installed,Type D,E 34 Street,Park Avenue,Madison Avenue,N,1324,70,235.31646839
0101000020E61000007345527F7A8052C06B263058E45C4440,1331,578,7.51,HS-132,Installed,Type B,Hudson Street,Spring Street,Dominick Street,E,1325,201,127.2332966
0101000020E6100000B75909AADF7D52C068A0EDC576574440,1332,495,171.36,NR-054,Installed,Type B,Clinton Avenue,Fulton Street,Atlantic Avenue,E,1326,174,73.82217032
